EmployeeNumber,Department,JobRole,Gender,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,Attrition,risk_score,risk_band
1233,Sales,Sales Executive,Male,2,5220,Yes,4,3,1,No,0.1508692692022043,Faible
1234,Research & Development,Laboratory Technician,Female,1,2743,No,2,3,2,No,0.732590005476313,Élevé
1235,Research & Development,Research Scientist,Female,2,4998,Yes,3,3,0,No,0.2328970999389546,Faible
1237,Research & Development,Manufacturing Director,Female,3,10252,Yes,1,3,7,No,0.5860673173889068,Moyen
1238,Research & Development,Research Scientist,Male,1,2781,No,4,3,4,No,0.03140624377952126,Faible
1239,Sales,Sales Executive,Female,2,6852,No,2,4,1,No,0.7912247928119074,Élevé
1240,Sales,Sales Executive,Male,2,4950,No,4,3,1,No,0.38111378931565276,Moyen
1241,Research & Development,Research Scientist,Male,1,3579,Yes,2,3,5,No,0.18793665667659634,Faible
1242,Research & Development,Research Director,Female,3,13191,Yes,1,3,0,No,0.6824386177735476,Élevé
1243,Sales,Sales Executive,Female,3,10377,Yes,4,2,4,No,0.4592129759053439,Moyen
1244,Research & Development,Research Scientist,Male,1,2235,Yes,1,2,6,No,0.45988462729907054,Moyen
1245,Research & Development,Manufacturing Director,Female,3,10502,No,3,1,1,No,0.019141938993104953,Faible
1246,Research & Development,Research Scientist,Female,1,2011,No,4,3,7,No,0.018146477778268236,Faible
1248,Research & Development,Research Scientist,Female,1,1859,Yes,2,4,0,Yes,0.8763195998189443,Élevé
1249,Research & Development,Research Scientist,Female,1,3760,No,4,3,1,No,0.033756640308328215,Faible
1250,Research & Development,Research Director,Male,4,17779,No,4,3,0,No,0.0018718736616538372,Faible
1251,Research & Development,Healthcare Representative,Male,2,6833,Yes,1,2,0,No,0.5355598102387205,Moyen
1252,Research & Development,Healthcare Representative,Female,2,6812,No,1,3,1,No,0.1443321409799826,Faible
1254,Sales,Sales Executive,Female,2,5171,No,4,3,0,No,0.1567932528278688,Faible
1255,Research & Development,Research Director,Male,5,19740,No,4,3,0,No,0.010985945457355534,Faible
1256,Research & Development,Manager,Male,5,18711,No,3,4,0,No,0.03753821151808102,Faible
1257,Research & Development,Research Scientist,Male,1,3692,No,2,2,0,No,0.07821126399561451,Faible
1258,Research & Development,Laboratory Technician,Male,1,2559,No,2,2,0,No,0.5567096799168844,Moyen
1259,Research & Development,Research Scientist,Male,1,2517,No,3,3,0,No,0.059850068553040585,Faible
1260,Research & Development,Healthcare Representative,Male,2,6623,Yes,4,3,1,No,0.45323434327752665,Moyen
1263,Research & Development,Research Director,Male,5,18265,No,4,4,0,No,0.06810179822893776,Faible
1264,Research & Development,Research Director,Female,4,16124,No,4,2,1,No,0.016571078431468593,Faible
1265,Research & Development,Research Scientist,Female,1,2585,No,3,2,0,No,0.06651615440815213,Faible
1267,Sales,Manager,Male,5,18213,No,2,3,3,No,0.1442717949854769,Faible
1268,Sales,Sales Executive,Male,3,8380,Yes,3,3,0,No,0.19600801263948311,Faible
1269,Research & Development,Research Scientist,Female,1,2994,Yes,4,3,0,No,0.7718579181312595,Élevé
1270,Research & Development,Research Scientist,Male,1,1223,No,3,3,0,No,0.10545909072022171,Faible
1273,Sales,Sales Representative,Male,1,1118,Yes,4,3,1,Yes,0.9870421651382277,Élevé
1275,Research & Development,Research Scientist,Male,1,2875,Yes,4,2,2,No,0.6597144902635121,Moyen
1277,Sales,Manager,Female,5,18824,Yes,2,3,1,Yes,0.4229096715528974,Moyen
1278,Research & Development,Healthcare Representative,Male,4,13577,Yes,2,3,15,No,0.47155336199778114,Moyen
1279,Research & Development,Laboratory Technician,Female,1,2625,No,3,1,2,Yes,0.9253743371490615,Élevé
1280,Sales,Manager,Female,5,18789,No,2,3,0,No,0.02530236995013703,Faible
1281,Sales,Sales Executive,Female,2,4538,Yes,1,3,0,No,0.8562446142791758,Élevé
1282,Sales,Manager,Male,5,19847,Yes,2,2,11,No,0.7327265047399473,Élevé
1283,Research & Development,Manufacturing Director,Male,3,10512,No,4,2,5,No,0.06029664779118766,Faible
1285,Research & Development,Laboratory Technician,Female,2,4444,No,2,4,5,No,0.3618311849940561,Moyen
1286,Research & Development,Laboratory Technician,Male,1,2154,Yes,3,2,0,No,0.8752985506998011,Élevé
1288,Research & Development,Manager,Male,5,19190,No,1,2,14,No,0.018724772213312833,Faible
1289,Human Resources,Human Resources,Male,2,4490,No,2,4,1,No,0.15940367883942425,Faible
1291,Research & Development,Research Scientist,Male,1,3506,Yes,3,3,2,No,0.2843172952241108,Faible
1292,Research & Development,Research Scientist,Female,2,2372,Yes,2,3,0,No,0.40192868229724266,Moyen
1293,Sales,Sales Executive,Female,3,10231,No,4,4,15,No,0.22359010596609852,Faible
1294,Research & Development,Manufacturing Director,Female,2,5410,Yes,2,3,5,No,0.5562306740180053,Moyen
1295,Research & Development,Healthcare Representative,Female,3,7978,No,4,3,0,Yes,0.04751766220762571,Faible
1296,Research & Development,Laboratory Technician,Male,1,3867,Yes,4,3,2,No,0.8912195477782909,Élevé
1297,Research & Development,Laboratory Technician,Female,1,2838,No,3,2,7,No,0.5340848284881944,Moyen
1298,Research & Development,Manufacturing Director,Female,2,4695,Yes,3,3,1,No,0.5047025855090415,Moyen
1299,Research & Development,Laboratory Technician,Female,1,3339,Yes,3,3,7,Yes,0.8061835556491362,Élevé
1301,Research & Development,Research Scientist,Male,1,2080,No,1,2,1,No,0.44182247478827563,Moyen
1303,Research & Development,Research Scientist,Female,1,2096,No,2,2,2,No,0.13239678255621337,Faible
1304,Sales,Sales Executive,Male,2,6209,No,4,4,0,No,0.024089342286859532,Faible
1306,Research & Development,Manager,Female,5,18061,No,2,3,0,No,0.387556041300977,Moyen
1307,Research & Development,Manager,Female,4,17123,Yes,2,3,15,No,0.8447239116911582,Élevé
1308,Research & Development,Research Scientist,Male,1,2372,No,3,3,2,No,0.132982914491757,Faible
1309,Research & Development,Laboratory Technician,Male,2,4883,No,3,3,1,Yes,0.16520312960978992,Faible
1310,Research & Development,Research Scientist,Male,1,3904,No,1,3,0,Yes,0.3917101005089954,Moyen
1311,Research & Development,Laboratory Technician,Female,2,4627,No,4,3,6,No,0.3948733602249849,Moyen
1312,Research & Development,Healthcare Representative,Female,3,7094,No,3,3,1,No,0.16764573183363493,Faible
1314,Human Resources,Human Resources,Female,1,3423,No,1,4,5,No,0.24271435977222186,Faible
1315,Research & Development,Laboratory Technician,Female,2,6674,No,4,3,7,No,0.08710766579365838,Faible
1317,Research & Development,Research Director,Female,4,16880,Yes,1,3,1,No,0.29986911174920083,Faible
1318,Sales,Sales Executive,Male,3,9094,Yes,2,3,1,Yes,0.9676789845832267,Élevé
1319,Sales,Sales Executive,Male,3,8446,Yes,2,2,7,Yes,0.9409004261099532,Élevé
1321,Research & Development,Manager,Female,3,11916,Yes,1,3,0,No,0.3699145167570228,Moyen
1322,Research & Development,Manufacturing Director,Male,2,4534,No,3,3,1,No,0.20484619620777608,Faible
1324,Sales,Sales Executive,Female,3,9852,Yes,3,2,9,No,0.4432137794705663,Moyen
1329,Sales,Sales Executive,Male,2,6151,No,2,3,11,No,0.7520860782784579,Élevé
1331,Sales,Sales Representative,Female,1,2302,Yes,2,4,2,Yes,0.9415209374129335,Élevé
1333,Research & Development,Laboratory Technician,Male,1,2362,No,1,4,1,Yes,0.5012042288182016,Moyen
1334,Research & Development,Manager,Male,4,17861,Yes,3,2,2,No,0.037631243188735314,Faible
1336,Research & Development,Manager,Female,5,19187,No,3,3,9,No,0.020877080041177404,Faible
1338,Human Resources,Manager,Male,5,19717,No,2,3,7,No,0.13856526036184064,Faible
1340,Research & Development,Research Scientist,Male,1,3544,No,3,3,0,No,0.3741764494117101,Moyen
1344,Research & Development,Healthcare Representative,Male,3,8500,No,4,2,1,No,0.02546925285981037,Faible
1346,Research & Development,Research Scientist,Male,2,4661,No,4,3,8,No,0.10863059995671391,Faible
1349,Sales,Sales Executive,Female,2,4103,No,1,3,1,No,0.10581953540727791,Faible
1350,Research & Development,Research Scientist,Male,2,4249,Yes,3,3,1,No,0.7728119998333487,Élevé
1352,Human Resources,Manager,Male,4,14026,Yes,2,3,0,No,0.06454102115660638,Faible
1355,Sales,Sales Executive,Female,2,6893,No,1,3,1,No,0.05688113024675248,Faible
1356,Sales,Sales Executive,Female,2,6125,No,1,4,9,No,0.49426482646877595,Moyen
1358,Research & Development,Laboratory Technician,Male,1,3669,No,4,2,1,No,0.18787475695528452,Faible
1360,Research & Development,Manufacturing Director,Female,3,10008,Yes,1,2,5,Yes,0.2234426463625439,Faible
1361,Research & Development,Laboratory Technician,Male,1,2387,No,2,3,0,No,0.407394675241849,Moyen
1362,Sales,Sales Executive,Female,2,4639,No,1,2,6,No,0.24217213535319465,Faible
1363,Research & Development,Manufacturing Director,Male,3,7898,No,4,3,0,No,0.023578839253884005,Faible
1364,Sales,Sales Representative,Female,1,2534,No,4,3,0,No,0.5377576412796804,Moyen
1367,Research & Development,Manufacturing Director,Female,4,13142,No,2,2,0,No,0.04198220125815826,Faible
1368,Research & Development,Laboratory Technician,Female,1,1611,No,4,4,0,No,0.23791383238637,Faible
1369,Research & Development,Laboratory Technician,Female,2,5363,No,4,3,0,No,0.09472586763692849,Faible
1371,Sales,Sales Executive,Male,2,5071,No,4,3,0,No,0.7814328117379165,Élevé
1372,Sales,Sales Executive,Male,4,13695,Yes,3,2,3,Yes,0.8114661272726152,Élevé
1373,Research & Development,Manufacturing Director,Male,4,13402,Yes,2,3,15,No,0.4134746810104528,Moyen
1374,Research & Development,Research Scientist,Female,1,2029,No,3,3,0,No,0.18358847823790223,Faible
1375,Research & Development,Healthcare Representative,Female,2,6377,No,3,3,11,No,0.07951230364749787,Faible
1377,Research & Development,Laboratory Technician,Male,2,5429,No,3,3,7,No,0.7659427444435238,Élevé
1379,Sales,Sales Representative,Female,1,2785,No,4,4,0,Yes,0.8694957157959475,Élevé
1380,Sales,Sales Executive,Female,2,4614,Yes,3,2,3,Yes,0.8576746680993389,Élevé
1382,Research & Development,Research Scientist,Male,1,2610,No,3,3,0,No,0.036119558011433794,Faible
1383,Research & Development,Healthcare Representative,Female,2,6687,No,4,4,4,No,0.04598788468537155,Faible
1387,Sales,Sales Executive,Male,2,4724,No,1,3,0,No,0.6480046742878797,Moyen
1389,Research & Development,Manufacturing Director,Male,2,6179,Yes,3,2,6,Yes,0.4943287023347781,Moyen
1390,Sales,Sales Executive,Male,2,6120,Yes,4,4,1,No,0.6945316472053359,Élevé
1391,Sales,Sales Executive,Male,3,10596,No,2,3,3,No,0.5340096963349168,Moyen
1392,Research & Development,Research Scientist,Female,2,5467,Yes,4,2,3,No,0.4144789493537624,Moyen
1394,Research & Development,Research Scientist,Male,1,2996,Yes,3,3,1,No,0.38660101118754786,Moyen
1395,Sales,Sales Executive,Male,2,9998,No,4,4,1,No,0.5670059673184511,Moyen
1396,Sales,Sales Executive,Male,2,4078,Yes,2,2,1,No,0.7214684125334363,Élevé
1397,Research & Development,Healthcare Representative,Male,3,10920,No,3,3,0,No,0.07991314434433783,Faible
1399,Sales,Sales Executive,Male,2,6232,No,3,2,1,No,0.5234520149088834,Moyen
1401,Research & Development,Manufacturing Director,Female,4,13247,Yes,3,2,0,No,0.24547933074303044,Faible
1402,Research & Development,Research Scientist,Female,2,4081,Yes,3,1,1,No,0.34030444700476165,Moyen
1403,Sales,Sales Executive,Female,2,5769,Yes,4,3,4,No,0.833735267899534,Élevé
1405,Research & Development,Research Scientist,Female,1,2394,Yes,3,3,7,Yes,0.7046237422211408,Élevé
1407,Research & Development,Research Scientist,Male,1,3904,No,4,3,1,No,0.17143299334020354,Faible
1408,Human Resources,Manager,Female,4,16799,No,1,3,0,No,0.008014372498767275,Faible
1409,Research & Development,Laboratory Technician,Female,1,2950,No,1,1,0,No,0.5183795542898066,Moyen
1411,Research & Development,Laboratory Technician,Female,1,3629,No,3,3,0,No,0.42213059326995833,Moyen
1412,Research & Development,Manufacturing Director,Male,3,9362,No,4,3,2,No,0.486177946984748,Moyen
1415,Research & Development,Laboratory Technician,Male,1,3229,No,4,2,0,No,0.5737496295038402,Moyen
1417,Research & Development,Laboratory Technician,Male,1,3578,No,1,3,0,No,0.18577569462035798,Faible
1419,Human Resources,Human Resources,Male,3,7988,No,1,2,0,No,0.4325869698944113,Moyen
1420,Research & Development,Laboratory Technician,Male,2,4284,No,1,3,1,Yes,0.8916400854712269,Élevé
1421,Research & Development,Healthcare Representative,Female,3,7553,Yes,4,3,7,Yes,0.8158644887294265,Élevé
1422,Research & Development,Research Director,Female,4,17328,No,4,2,12,No,0.030669175083830096,Faible
1423,Research & Development,Research Director,Female,5,19701,Yes,1,3,1,No,0.021213442291734875,Faible
1424,Research & Development,Research Director,Male,4,14732,No,4,4,0,No,0.0018140856041235858,Faible
1425,Sales,Sales Executive,Female,2,9278,Yes,2,3,0,No,0.7042237764452911,Élevé
1427,Sales,Sales Representative,Female,1,1359,No,3,3,0,Yes,0.8881806425880088,Élevé
1428,Sales,Sales Executive,Female,2,4779,No,1,3,0,No,0.486285233660651,Moyen
1430,Research & Development,Research Director,Female,4,16422,No,2,4,1,No,0.4300909934876018,Moyen
1431,Research & Development,Research Scientist,Male,1,2996,No,1,3,1,No,0.14241973125948512,Faible
1433,Research & Development,Research Scientist,Female,1,1261,No,2,4,0,Yes,0.5028013263008254,Moyen
1434,Research & Development,Laboratory Technician,Male,1,2099,No,1,4,1,No,0.397463610271071,Moyen
1435,Research & Development,Laboratory Technician,Male,2,5810,No,4,2,1,No,0.37582531921623763,Moyen
1436,Sales,Sales Executive,Female,2,5647,No,1,2,0,No,0.6361595998266277,Moyen
1438,Research & Development,Research Scientist,Male,1,3420,No,4,2,1,No,0.15382508640589346,Faible
1439,Sales,Sales Representative,Male,1,4400,No,1,3,2,Yes,0.9073968222096354,Élevé
1440,Research & Development,Laboratory Technician,Male,1,3500,No,3,1,1,No,0.26851189547134013,Faible
1441,Research & Development,Research Scientist,Female,1,2066,No,1,4,1,No,0.07027037426434207,Faible
1443,Research & Development,Research Director,Female,4,17169,No,3,4,5,No,0.007856623279291855,Faible
1445,Sales,Sales Executive,Female,2,4162,Yes,3,3,0,No,0.2729101667779541,Faible
1446,Sales,Sales Executive,Male,2,9204,No,4,2,0,No,0.2970546769637902,Faible
1447,Research & Development,Laboratory Technician,Female,1,3294,No,2,2,0,No,0.3620743502394808,Moyen
1448,Research & Development,Research Scientist,Male,1,2127,Yes,3,2,0,No,0.3860994631282229,Moyen
1449,Research & Development,Laboratory Technician,Male,2,3975,No,3,4,0,No,0.08102014917100309,Faible
1453,Sales,Sales Executive,Male,3,10793,No,4,3,9,No,0.2292048592340015,Faible
1457,Sales,Sales Executive,Male,3,10096,No,4,4,4,Yes,0.26925190175059843,Faible
1458,Research & Development,Laboratory Technician,Female,1,3646,Yes,1,4,0,Yes,0.9088355783142346,Élevé
1459,Research & Development,Manufacturing Director,Female,3,7446,No,2,3,4,Yes,0.19412962451714158,Faible
1460,Research & Development,Healthcare Representative,Male,3,10851,Yes,1,3,0,No,0.23671490315747784,Faible
1461,Human Resources,Human Resources,Female,1,2109,No,2,3,0,No,0.2836813168136164,Faible
1464,Research & Development,Laboratory Technician,Male,1,3722,Yes,4,1,2,Yes,0.9437116961002391,Élevé
1465,Research & Development,Manufacturing Director,Male,3,9380,Yes,4,4,1,No,0.41713153097486105,Moyen
1466,Sales,Sales Executive,Male,2,5486,No,1,3,2,No,0.3025781280740803,Faible
1467,Human Resources,Human Resources,Female,1,2742,No,3,3,2,Yes,0.3234208037296893,Faible
1468,Research & Development,Research Director,Male,3,13757,No,2,3,4,No,0.024258966578093608,Faible
1469,Sales,Sales Executive,Male,2,8463,No,1,3,1,No,0.18746905516926915,Faible
1471,Research & Development,Laboratory Technician,Male,1,3162,No,3,3,0,No,0.28440295588213355,Faible
1472,Research & Development,Research Director,Male,4,16598,No,2,2,8,No,0.02755971022113635,Faible
1473,Research & Development,Healthcare Representative,Male,2,6651,No,3,2,1,No,0.08644345345272711,Faible
1474,Research & Development,Research Scientist,Male,1,2345,No,3,4,1,No,0.04268205701087203,Faible
1475,Research & Development,Research Scientist,Male,1,3420,No,2,2,1,No,0.14115088244650933,Faible
1477,Sales,Sales Executive,Male,2,4373,No,1,3,0,No,0.3817124250419422,Moyen
1478,Sales,Sales Executive,Male,2,4759,No,1,3,3,No,0.13161313537184235,Faible
1479,Sales,Sales Executive,Male,2,5301,No,3,2,2,No,0.5400223808681982,Moyen
1480,Research & Development,Laboratory Technician,Female,1,3673,No,4,3,5,No,0.3262690718471173,Faible
1481,Sales,Sales Executive,Female,2,4768,No,3,2,0,No,0.7504230283900512,Élevé
1482,Research & Development,Research Scientist,Male,1,1274,No,3,2,0,No,0.1407530216913557,Faible
1483,Research & Development,Research Scientist,Male,2,4900,No,3,2,2,No,0.014889804234394764,Faible
1484,Research & Development,Healthcare Representative,Male,3,10466,No,2,3,0,No,0.005485320266830141,Faible
1485,Research & Development,Research Director,Male,4,17007,No,1,2,6,No,0.26144825953554457,Faible
1486,Sales,Sales Representative,Male,1,2909,No,3,4,1,Yes,0.5959804301241901,Moyen
1487,Sales,Sales Executive,Female,2,5765,No,2,1,0,Yes,0.9658924736886305,Élevé
1489,Sales,Sales Executive,Female,2,4599,Yes,2,4,10,Yes,0.9277031870075383,Élevé
1492,Sales,Sales Representative,Male,1,2404,No,3,3,0,No,0.43501056590671267,Moyen
1494,Research & Development,Laboratory Technician,Male,1,3172,Yes,1,2,0,Yes,0.987390244906892,Élevé
1495,Sales,Sales Representative,Female,1,2033,No,2,3,0,No,0.3861088867246468,Moyen
1496,Research & Development,Manufacturing Director,Male,3,10209,Yes,3,2,2,No,0.6732722419663605,Élevé
1497,Sales,Sales Executive,Male,2,8620,No,3,3,0,No,0.11288791114452484,Faible
1499,Human Resources,Human Resources,Male,1,2064,No,3,4,1,No,0.18643295249978137,Faible
1501,Research & Development,Healthcare Representative,Male,2,4035,Yes,3,3,1,No,0.2666552632968559,Faible
1502,Research & Development,Laboratory Technician,Female,1,3838,No,2,3,0,No,0.6230236613117106,Moyen
1503,Sales,Sales Executive,Female,2,4591,Yes,3,2,1,No,0.516434492067848,Moyen
1504,Research & Development,Laboratory Technician,Male,1,2561,No,1,2,0,Yes,0.9468146871308675,Élevé
1506,Research & Development,Research Scientist,Male,1,1563,No,3,1,0,No,0.1548273708163658,Faible
1507,Sales,Sales Executive,Male,2,4898,No,1,3,1,No,0.6119790091739762,Moyen
1509,Research & Development,Laboratory Technician,Female,2,4789,No,1,3,1,No,0.41731060473566617,Moyen
1513,Research & Development,Laboratory Technician,Female,1,3180,No,2,3,0,No,0.13603360889310862,Faible
1514,Research & Development,Manufacturing Director,Male,2,6549,No,2,2,1,No,0.16723297819538563,Faible
1515,Research & Development,Healthcare Representative,Male,2,6388,Yes,3,3,0,No,0.5863371823136989,Moyen
1516,Research & Development,Manager,Male,3,11244,No,4,4,0,No,0.20721665646109919,Faible
1520,Research & Development,Manager,Female,4,16032,No,4,3,1,No,0.015968639886435498,Faible
1522,Research & Development,Research Scientist,Male,1,2362,No,1,1,0,Yes,0.6027227351322685,Moyen
1523,Research & Development,Research Director,Male,4,16328,No,1,4,14,No,0.1611598479628086,Faible
1525,Research & Development,Manufacturing Director,Female,3,8376,No,2,3,2,No,0.17504382381760084,Faible
1527,Sales,Manager,Female,4,16606,No,2,4,5,No,0.18046237860355166,Faible
1529,Research & Development,Healthcare Representative,Female,3,8606,No,2,1,3,No,0.12662065755650714,Faible
1533,Research & Development,Laboratory Technician,Male,2,2272,No,3,3,1,No,0.8001596057587248,Élevé
1534,Research & Development,Laboratory Technician,Male,1,2018,No,1,1,1,Yes,0.5872320080495459,Moyen
1535,Sales,Sales Executive,Male,3,7083,Yes,3,3,8,No,0.7133073324937377,Élevé
1537,Research & Development,Research Scientist,Female,1,4084,No,3,1,7,Yes,0.34184533090999264,Moyen
1539,Research & Development,Research Director,Male,4,14411,Yes,4,3,13,No,0.858402672796144,Élevé
1541,Sales,Sales Representative,Male,1,2308,Yes,3,3,5,No,0.6029664559136595,Moyen
1542,Research & Development,Laboratory Technician,Male,1,4841,No,2,3,0,No,0.42282738240280826,Moyen
1543,Research & Development,Research Scientist,Male,2,4285,No,4,3,3,No,0.08553822214548766,Faible
1544,Research & Development,Healthcare Representative,Female,2,9715,No,1,3,0,No,0.06987409618339109,Faible
1545,Research & Development,Manufacturing Director,Male,2,4320,No,2,3,0,No,0.41323198243361614,Moyen
1546,Research & Development,Research Scientist,Male,1,2132,No,4,3,0,No,0.14769856927829988,Faible
1547,Research & Development,Healthcare Representative,Male,3,10124,Yes,4,1,13,No,0.47839344984114174,Moyen
1548,Sales,Sales Executive,Male,2,5473,No,1,4,7,No,0.47349331146488244,Moyen
1549,Research & Development,Laboratory Technician,Male,2,5207,Yes,3,3,5,No,0.7929684267234108,Élevé
1550,Human Resources,Manager,Male,4,16437,Yes,4,3,7,No,0.39089918722645295,Moyen
1551,Research & Development,Laboratory Technician,Male,1,2296,No,1,3,0,No,0.6575805216559745,Moyen
1552,Research & Development,Healthcare Representative,Male,2,4069,Yes,4,3,2,No,0.2826354528095354,Faible
1553,Research & Development,Healthcare Representative,Male,3,7441,No,2,3,7,No,0.18337808898058783,Faible
1554,Sales,Sales Representative,Female,1,2430,No,3,3,4,No,0.6111900222064266,Moyen
1555,Research & Development,Research Scientist,Female,2,5878,No,2,3,2,No,0.09486830972696939,Faible
1556,Sales,Sales Representative,Male,1,2644,Yes,4,2,1,No,0.8654353270485171,Élevé
1557,Sales,Sales Executive,Female,2,6439,No,3,3,7,No,0.35406015215099446,Moyen
1558,Research & Development,Research Scientist,Male,1,2451,No,3,2,0,No,0.21945024345496414,Faible
1560,Sales,Sales Executive,Male,2,6392,No,1,1,2,No,0.37848035077695974,Moyen
1562,Sales,Sales Executive,Male,2,9714,No,1,3,6,Yes,0.2512608890335333,Faible
1563,Human Resources,Human Resources,Male,2,6077,No,3,3,1,No,0.433356955403053,Moyen
1564,Research & Development,Laboratory Technician,Male,1,2450,No,1,3,1,No,0.49244800153141527,Moyen
1568,Sales,Sales Executive,Male,3,9250,No,2,3,1,No,0.639932812552332,Moyen
1569,Research & Development,Laboratory Technician,Female,1,2074,Yes,1,3,0,Yes,0.8710464539342686,Élevé
1572,Research & Development,Manufacturing Director,Female,3,10169,No,4,3,1,Yes,0.004708366350892282,Faible
1573,Research & Development,Manufacturing Director,Male,2,4855,No,2,3,1,Yes,0.1668809710658115,Faible
1574,Research & Development,Research Scientist,Male,2,4087,No,1,2,1,No,0.13778955073621832,Faible
1576,Research & Development,Research Scientist,Female,1,2367,No,1,2,7,No,0.31598698907574535,Faible
1577,Research & Development,Research Scientist,Male,1,2972,No,4,1,0,No,0.34891192988173675,Moyen
1578,Sales,Manager,Male,5,19586,No,4,3,2,No,0.04963505173835183,Faible
1580,Research & Development,Research Scientist,Male,2,5484,No,4,2,2,No,0.2251501476105871,Faible
1581,Research & Development,Research Scientist,Female,1,2061,No,4,3,0,No,0.2558756633710887,Faible
1582,Sales,Sales Executive,Male,2,9924,No,2,3,7,No,0.1391674628142437,Faible
1583,Sales,Sales Executive,Female,2,4198,No,2,4,1,No,0.6154601573745452,Moyen
1585,Sales,Sales Executive,Female,2,6815,No,3,3,0,No,0.504486775857224,Moyen
1586,Research & Development,Laboratory Technician,Male,1,4723,Yes,1,3,1,No,0.5217720220223352,Moyen
1587,Research & Development,Healthcare Representative,Female,2,6142,Yes,3,3,0,No,0.5949078504691402,Moyen
1588,Sales,Sales Executive,Male,3,8237,No,3,3,7,No,0.15727310407178058,Faible
1590,Research & Development,Healthcare Representative,Male,2,8853,No,4,4,1,No,0.07282736890184228,Faible
1591,Sales,Manager,Male,5,19331,Yes,3,3,0,No,0.4167802441459394,Moyen
1592,Research & Development,Research Scientist,Male,1,2073,No,3,3,2,No,0.08885567964715187,Faible
1594,Research & Development,Laboratory Technician,Male,2,5562,Yes,1,3,0,No,0.8459051064513219,Élevé
1595,Research & Development,Manager,Male,5,19613,No,4,3,0,No,0.13217395695358036,Faible
1596,Research & Development,Laboratory Technician,Male,2,3407,No,3,2,6,No,0.20351344065204005,Faible
1597,Research & Development,Healthcare Representative,Male,2,5063,No,3,2,7,No,0.5077742617415483,Moyen
1598,Sales,Sales Executive,Female,2,4639,No,1,3,1,No,0.2578225605447629,Faible
1599,Research & Development,Laboratory Technician,Male,1,4876,No,2,3,0,No,0.5047668335525045,Moyen
1601,Research & Development,Laboratory Technician,Male,1,2690,No,4,2,0,No,0.14116664902125853,Faible
1602,Sales,Manager,Male,4,17567,No,1,1,0,No,0.03621267775237356,Faible
1604,Research & Development,Laboratory Technician,Male,1,2408,Yes,2,3,0,Yes,0.8263153499536943,Élevé
1605,Research & Development,Research Scientist,Female,1,2814,Yes,3,2,1,No,0.7127903081973239,Élevé
1606,Research & Development,Healthcare Representative,Male,4,11245,Yes,3,3,12,No,0.48042177388194285,Moyen
1607,Research & Development,Research Scientist,Female,1,3312,No,4,3,0,No,0.018548626125660765,Faible
1608,Research & Development,Research Director,Female,5,19049,Yes,4,2,1,No,0.012467986365895635,Faible
1609,Research & Development,Research Scientist,Male,1,2141,No,2,2,1,No,0.27388377923295715,Faible
1611,Research & Development,Laboratory Technician,Female,2,5769,Yes,1,3,1,No,0.832484607539172,Élevé
1612,Sales,Sales Executive,Male,2,4385,No,1,3,4,No,0.7557870608765862,Élevé
1613,Sales,Sales Executive,Male,2,5332,No,1,3,0,No,0.728310739094024,Élevé
1614,Research & Development,Manufacturing Director,Female,2,4663,Yes,3,3,1,No,0.8264559793806435,Élevé
1615,Research & Development,Manufacturing Director,Male,2,4724,No,4,3,7,No,0.3131151087387495,Faible
1617,Research & Development,Laboratory Technician,Female,1,3211,No,1,2,1,No,0.1959318359906838,Faible
1618,Research & Development,Manufacturing Director,Male,2,5377,No,1,3,7,No,0.08255371894303343,Faible
1619,Research & Development,Laboratory Technician,Male,1,4066,No,1,3,0,No,0.20011561560802527,Faible
1621,Research & Development,Research Scientist,Male,2,5208,No,1,3,1,No,0.030667767476790127,Faible
1622,Research & Development,Manufacturing Director,Female,2,4877,No,1,2,0,No,0.5026356818677362,Moyen
1623,Research & Development,Research Scientist,Male,1,3117,No,4,3,2,No,0.15274884034007852,Faible
1624,Sales,Sales Representative,Female,1,1569,Yes,4,4,0,Yes,0.9600891046126698,Élevé
1625,Human Resources,Manager,Female,5,19658,No,3,3,1,No,0.0427568348742247,Faible
1627,Research & Development,Laboratory Technician,Male,2,3069,No,3,3,0,No,0.05899695967230124,Faible
1628,Research & Development,Manufacturing Director,Female,3,10435,No,3,3,14,No,0.06805803864235101,Faible
1630,Research & Development,Healthcare Representative,Female,2,4148,No,3,3,2,No,0.014747690936792,Faible
1631,Research & Development,Manufacturing Director,Male,2,5768,No,3,2,0,No,0.11311526757505085,Faible
1633,Research & Development,Manufacturing Director,Female,2,5042,No,3,1,3,No,0.1845566831158686,Faible
1635,Research & Development,Manufacturing Director,Female,2,5770,No,4,3,3,No,0.0046242024579938,Faible
1638,Research & Development,Manufacturing Director,Female,3,7756,Yes,3,4,0,No,0.11567849258576196,Faible
1639,Sales,Sales Executive,Male,3,10306,No,1,3,6,Yes,0.7348385387997024,Élevé
1640,Research & Development,Research Scientist,Female,1,3936,No,2,1,7,No,0.137439030939484,Faible
1641,Research & Development,Manufacturing Director,Female,3,7945,Yes,4,2,3,No,0.6495681625915791,Moyen
1642,Human Resources,Human Resources,Male,2,5743,Yes,4,3,0,No,0.7455597902708556,Élevé
1644,Research & Development,Manager,Male,4,15202,No,4,3,2,No,0.07859560957414499,Faible
